Virus Strain Name	Accession ID	Data Source	Related ID	Lineage	Nuc.Completeness	Sequence Length	Sequence Quality	Quality Assessment	Host	Sample Collection Date	Location	Originating Lab	Submission Date	Submitting Lab	Create Time	Last Update Time
hCoV-19/Singapore/R10MR105/2023	EPI_ISL_16847535	GISAID	 	XBB.1.9	Complete	29833	High	0/0/-/-/-	Homo sapiens	2023-01-31	Singapore		2023-02-07		2023-02-10 14:15:47	2023-02-10 14:27:53
hCoV-19/Singapore/R10MR138/2023	EPI_ISL_16847525	GISAID	 	XBB.1.5	Complete	29831	High	0/0/-/-/-	Homo sapiens	2023-02-01	Singapore		2023-02-07		2023-02-10 14:15:47	2023-02-10 14:27:53
hCoV-19/Singapore/R10MR62/2023	EPI_ISL_16847528	GISAID	 	XBB.1.2	Complete	29827	High	0/0/-/-/-	Homo sapiens	2023-02-01	Singapore		2023-02-07		2023-02-10 14:15:47	2023-02-10 14:27:53
hCoV-19/Singapore/R10MR121/2023	EPI_ISL_16847529	GISAID	 	XBB.1.5	Complete	29801	High	0/0/-/-/-	Homo sapiens	2023-01-31	Singapore		2023-02-07		2023-02-10 14:15:47	2023-02-10 14:27:53
hCoV-19/Singapore/R10MR61/2023	EPI_ISL_16847561	GISAID	 	XBB.1.9.1	Complete	29745	High	0/0/-/-/-	Homo sapiens	2023-02-01	Singapore		2023-02-07		2023-02-10 14:15:47	2023-02-10 14:27:53
hCoV-19/Singapore/R10MR52/2023	EPI_ISL_16847516	GISAID	 	XBF	Complete	29823	High	0/1/-/-/-	Homo sapiens	2023-02-01	Singapore		2023-02-07		2023-02-10 14:15:47	2023-02-10 14:27:53
hCoV-19/Singapore/R10MR20/2023	EPI_ISL_16847562	GISAID	 	XBB	Complete	29831	Low	52/2/NA/NA/NA	Homo sapiens	2023-01-30	Singapore		2023-02-07		2023-02-10 14:15:47	2023-02-10 14:15:47
hCoV-19/Singapore/R10MR83/2023	EPI_ISL_16847553	GISAID	 	XBB.2	Complete	29795	High	0/2/-/-/-	Homo sapiens	2023-01-30	Singapore		2023-02-07		2023-02-10 14:15:47	2023-02-10 14:27:53
hCoV-19/Singapore/R10MR11/2023	EPI_ISL_16847563	GISAID	 	XBB.1.2	Complete	29801	High	2/0/-/-/-	Homo sapiens	2023-01-30	Singapore		2023-02-07		2023-02-10 14:15:47	2023-02-10 14:27:53
hCoV-19/Singapore/R10MR5/2023	EPI_ISL_16847520	GISAID	 	XBF	Complete	29756	High	0/1/-/-/-	Homo sapiens	2023-01-30	Singapore		2023-02-07		2023-02-10 14:15:47	2023-02-10 14:27:53
hCoV-19/Singapore/R10MR24/2023	EPI_ISL_16847564	GISAID	 	XBB.1.9.1	Complete	29754	High	0/16/-/-/-	Homo sapiens	2023-01-30	Singapore		2023-02-07		2023-02-10 14:15:47	2023-02-10 14:27:53
hCoV-19/Singapore/R10MR85/2023	EPI_ISL_16847521	GISAID	 	XBF	Complete	29739	High	0/0/-/-/-	Homo sapiens	2023-01-30	Singapore		2023-02-07		2023-02-10 14:15:47	2023-02-10 14:27:53
hCoV-19/Singapore/R10MR79/2023	EPI_ISL_16847522	GISAID	 	XBF	Complete	29826	High	5/4/-/-/-	Homo sapiens	2023-01-30	Singapore		2023-02-07		2023-02-10 14:15:47	2023-02-10 14:27:53
hCoV-19/Singapore/R10MR87/2023	EPI_ISL_16847519	GISAID	 	XBF	Complete	29760	High	0/0/-/-/-	Homo sapiens	2023-01-30	Singapore		2023-02-07		2023-02-10 14:15:47	2023-02-10 14:27:53
hCoV-19/Singapore/R10MR51/2023	EPI_ISL_16847513	GISAID	 	XBF	Complete	29823	High	0/3/-/-/-	Homo sapiens	2023-02-01	Singapore		2023-02-07		2023-02-10 14:15:47	2023-02-10 14:27:53
hCoV-19/Singapore/R10MR134/2023	EPI_ISL_16847542	GISAID	 	XBB.1	Complete	29828	High	0/2/-/-/-	Homo sapiens	2023-02-01	Singapore		2023-02-07		2023-02-10 14:15:47	2023-02-10 14:27:53
hCoV-19/Singapore/R10MR152/2023	EPI_ISL_16847566	GISAID	 	BA.2.10.1	Complete	29797	Low	58/14/NA/NA/NA	Homo sapiens	2023-02-01	Singapore		2023-02-07		2023-02-10 14:15:47	2023-02-10 14:15:47
hCoV-19/Singapore/R10MR69/2023	EPI_ISL_16847550	GISAID	 	XBB.2	Complete	29805	High	0/1/-/-/-	Homo sapiens	2023-01-30	Singapore		2023-02-07		2023-02-10 14:15:47	2023-02-10 14:27:53
hCoV-19/Singapore/R10MR101/2023	EPI_ISL_16847551	GISAID	 	XBB.1.9.1	Complete	29819	High	0/0/-/-/-	Homo sapiens	2023-01-30	Singapore		2023-02-07		2023-02-10 14:15:47	2023-02-10 14:27:53
hCoV-19/Singapore/R10MR102/2023	EPI_ISL_16847523	GISAID	 	XBF	Complete	29675	High	0/1/-/-/-	Homo sapiens	2023-01-31	Singapore		2023-02-07		2023-02-10 14:15:47	2023-02-10 14:27:53
hCoV-19/Singapore/R10MR109/2023	EPI_ISL_16847568	GISAID	 	XBB.1.9.1	Complete	29681	High	0/3/-/-/-	Homo sapiens	2023-01-31	Singapore		2023-02-07		2023-02-10 14:15:47	2023-02-10 14:27:53
hCoV-19/Singapore/R10MR150/2023	EPI_ISL_16847524	GISAID	 	XBB.1.5	Complete	29793	High	0/0/-/-/-	Homo sapiens	2023-02-01	Singapore		2023-02-07		2023-02-10 14:15:47	2023-02-10 14:27:53
hCoV-19/Singapore/R10MR119/2023	EPI_ISL_16847505	GISAID	 	XBL	Complete	29827	High	0/0/-/-/-	Homo sapiens	2023-01-31	Singapore		2023-02-07		2023-02-10 14:15:47	2023-02-10 14:27:53
hCoV-19/Singapore/R10MR124/2023	EPI_ISL_16847536	GISAID	 	XBB.2	Complete	29831	High	0/0/-/-/-	Homo sapiens	2023-01-31	Singapore		2023-02-07		2023-02-10 14:15:47	2023-02-10 14:27:53
hCoV-19/Singapore/R10MR49/2023	EPI_ISL_16847514	GISAID	 	XBF	Complete	29824	High	0/1/-/-/-	Homo sapiens	2023-02-01	Singapore		2023-02-07		2023-02-10 14:15:47	2023-02-10 14:27:53
hCoV-19/Singapore/R10MR9/2023	EPI_ISL_16847515	GISAID	 	XBF	Complete	29817	High	0/0/-/-/-	Homo sapiens	2023-02-01	Singapore		2023-02-07		2023-02-10 14:15:47	2023-02-10 14:27:53
hCoV-19/Singapore/R10MR25/2023	EPI_ISL_16847506	GISAID	 	XBL	Complete	29828	High	0/2/-/-/-	Homo sapiens	2023-01-30	Singapore		2023-02-07		2023-02-10 14:15:47	2023-02-10 14:27:53
hCoV-19/Singapore/R10MR21/2023	EPI_ISL_16847558	GISAID	 	XBB.1.2	Complete	29831	High	0/1/-/-/-	Homo sapiens	2023-01-30	Singapore		2023-02-07		2023-02-10 14:15:47	2023-02-10 14:27:53
hCoV-19/Singapore/R10MR17/2023	EPI_ISL_16847554	GISAID	 	XBB.1	Complete	29822	High	0/0/-/-/-	Homo sapiens	2023-01-30	Singapore		2023-02-07		2023-02-10 14:15:47	2023-02-10 14:27:53
hCoV-19/Singapore/R10MR78/2023	EPI_ISL_16847545	GISAID	 	XBB.1.9.1	Complete	29825	High	0/1/-/-/-	Homo sapiens	2023-01-30	Singapore		2023-02-07		2023-02-10 14:15:47	2023-02-10 14:27:53
hCoV-19/Singapore/R10MR89/2023	EPI_ISL_16847517	GISAID	 	XBF	Complete	29789	High	0/1/-/-/-	Homo sapiens	2023-01-30	Singapore		2023-02-07		2023-02-10 14:15:47	2023-02-10 14:27:53
hCoV-19/Singapore/R10MR118/2023	EPI_ISL_16847555	GISAID	 	XBB.2.2	Complete	29790	High	0/1/-/-/-	Homo sapiens	2023-01-31	Singapore		2023-02-07		2023-02-10 14:15:47	2023-02-10 14:27:53
hCoV-19/Singapore/R10MR71/2023	EPI_ISL_16847510	GISAID	 	XBL	Complete	29811	High	0/2/-/-/-	Homo sapiens	2023-01-30	Singapore		2023-02-07		2023-02-10 14:15:47	2023-02-10 14:27:53
hCoV-19/Singapore/R10MR50/2023	EPI_ISL_16847512	GISAID	 	XBF	Complete	29833	High	0/0/-/-/-	Homo sapiens	2023-02-01	Singapore		2023-02-07		2023-02-10 14:15:47	2023-02-10 14:27:53
hCoV-19/Singapore/R10MR3/2023	EPI_ISL_16847549	GISAID	 	XBB.1	Complete	29831	High	0/2/-/-/-	Homo sapiens	2023-01-30	Singapore		2023-02-07		2023-02-10 14:15:47	2023-02-10 14:27:53
hCoV-19/Singapore/R10MR81/2023	EPI_ISL_16847556	GISAID	 	XBB.2.2	Complete	29784	High	0/0/-/-/-	Homo sapiens	2023-01-30	Singapore		2023-02-07		2023-02-10 14:15:47	2023-02-10 14:27:53
hCoV-19/Singapore/R10MR106/2023	EPI_ISL_16847508	GISAID	 	XBL	Complete	29831	High	0/0/-/-/-	Homo sapiens	2023-01-31	Singapore		2023-02-07		2023-02-10 14:15:47	2023-02-10 14:27:53
hCoV-19/Singapore/R10MR47/2023	EPI_ISL_16847557	GISAID	 	XBB.1	Complete	29833	High	0/0/-/-/-	Homo sapiens	2023-01-31	Singapore		2023-02-07		2023-02-10 14:15:47	2023-02-10 14:27:53
hCoV-19/Singapore/R10MR129/2023	EPI_ISL_16847540	GISAID	 	XBB.1.9	Complete	29827	High	0/2/-/-/-	Homo sapiens	2023-02-01	Singapore		2023-02-07		2023-02-10 14:15:47	2023-02-10 14:27:53
hCoV-19/Singapore/R10MR156/2023	EPI_ISL_16847544	GISAID	 	XBB.1.1	Complete	29825	High	0/1/-/-/-	Homo sapiens	2023-02-01	Singapore		2023-02-07		2023-02-10 14:15:47	2023-02-10 14:27:53
hCoV-19/Singapore/R10MR127/2023	EPI_ISL_16847543	GISAID	 	XBB.2	Complete	29823	High	0/0/-/-/-	Homo sapiens	2023-01-31	Singapore		2023-02-07		2023-02-10 14:15:47	2023-02-10 14:27:53
hCoV-19/Singapore/R10MR54/2023	EPI_ISL_16847537	GISAID	 	XBB.1.1	Complete	29831	High	0/0/-/-/-	Homo sapiens	2023-02-01	Singapore		2023-02-07		2023-02-10 14:15:47	2023-02-10 14:27:53
hCoV-19/Singapore/R10MR113/2023	EPI_ISL_16847538	GISAID	 	XBB.1	Complete	29830	High	0/1/-/-/-	Homo sapiens	2023-01-31	Singapore		2023-02-07		2023-02-10 14:15:47	2023-02-10 14:27:53
hCoV-19/Singapore/R10MR92/2023	EPI_ISL_16847539	GISAID	 	XBB.2	Complete	29827	High	0/2/-/-/-	Homo sapiens	2023-01-30	Singapore		2023-02-07		2023-02-10 14:15:47	2023-02-10 14:27:53
hCoV-19/Singapore/R10MR103/2023	EPI_ISL_16853910	GISAID	 	CH.1.1.3	Complete	29831	High	0/1/-/-/-	Homo sapiens	2023-01-31	Singapore		2023-02-07		2023-02-12 03:29:01	2023-02-12 03:38:41
hCoV-19/Singapore/R10MR56/2023	EPI_ISL_16853908	GISAID	 	XBC.1.1	Complete	29837	High	0/1/-/-/-	Homo sapiens	2023-02-01	Singapore		2023-02-07		2023-02-12 03:29:01	2023-02-12 03:38:41
hCoV-19/Singapore/R10MR149/2023	EPI_ISL_16853909	GISAID	 	CH.1.1.3	Complete	29831	High	0/0/-/-/-	Homo sapiens	2023-02-01	Singapore		2023-02-07		2023-02-12 03:29:01	2023-02-12 03:38:41
hCoV-19/Singapore/R10MR74/2023	EPI_ISL_16853911	GISAID	 	CH.1.1.3	Complete	29795	High	0/0/-/-/-	Homo sapiens	2023-01-30	Singapore		2023-02-07		2023-02-12 03:29:01	2023-02-12 03:38:41
hCoV-19/Singapore/R11MR112/2023	EPI_ISL_16899374	GISAID	 	XBB.1.9.1	Complete	29833	High	0/1/-/-/-	Homo sapiens	2023-02-03	Singapore		2023-02-13		2023-02-18 03:53:36	2023-02-18 04:04:46
hCoV-19/Singapore/R11MR127/2023	EPI_ISL_16899360	GISAID	 	BN.1.3	Partial	29794	Low	62/0/NA/NA/NA	Homo sapiens	2023-02-04	Singapore		2023-02-13		2023-02-18 03:53:36	2023-02-18 03:53:36
hCoV-19/Singapore/R11MR129/2023	EPI_ISL_16899334	GISAID	 	CH.1.1.1	Complete	29799	High	0/4/-/-/-	Homo sapiens	2023-02-04	Singapore		2023-02-13		2023-02-18 03:53:36	2023-02-18 04:04:46
hCoV-19/Singapore/R11MR82/2023	EPI_ISL_16899369	GISAID	 	BQ.1.1	Complete	29791	High	0/2/-/-/-	Homo sapiens	2023-02-02	Singapore		2023-02-13		2023-02-18 03:53:36	2023-02-18 04:04:46
hCoV-19/Singapore/R11MR100/2023	EPI_ISL_16899391	GISAID	 	XBB.1.9.1	Complete	29822	High	0/1/-/-/-	Homo sapiens	2023-02-03	Singapore		2023-02-13		2023-02-18 03:53:36	2023-02-18 04:04:46
hCoV-19/Singapore/R11MR57/2023	EPI_ISL_16899361	GISAID	 	BN.1	Complete	29754	Low	295/0/NA/NA/NA	Homo sapiens	2023-02-02	Singapore		2023-02-13		2023-02-18 03:53:36	2023-02-18 03:53:36
hCoV-19/Singapore/R11MR141/2023	EPI_ISL_16899368	GISAID	 	BQ.1.1	Complete	29800	High	0/0/-/-/-	Homo sapiens	2023-02-05	Singapore		2023-02-13		2023-02-18 03:53:36	2023-02-18 04:04:46
hCoV-19/Singapore/R11MR49/2023	EPI_ISL_16899371	GISAID	 	BQ.1.1.32	Partial	29514	High	0/0/NA/NA/NA	Homo sapiens	2023-02-05	Singapore		2023-02-13		2023-02-18 03:53:36	2023-02-18 04:04:46
hCoV-19/Singapore/R11MR9/2023	EPI_ISL_16899390	GISAID	 	XBB.1	Complete	29790	High	0/0/-/-/-	Homo sapiens	2023-02-02	Singapore		2023-02-13		2023-02-18 03:53:36	2023-02-18 04:04:46
hCoV-19/Singapore/R11MR75/2023	EPI_ISL_16899332	GISAID	 	CH.1.1.1	Complete	29800	High	0/1/-/-/-	Homo sapiens	2023-02-02	Singapore		2023-02-13		2023-02-18 03:53:36	2023-02-18 04:04:46
hCoV-19/Singapore/R11MR79/2023	EPI_ISL_16899316	GISAID	 	BN.1.3	Complete	29837	High	0/1/-/-/-	Homo sapiens	2023-02-02	Singapore		2023-02-13		2023-02-18 03:53:36	2023-02-18 04:04:46
hCoV-19/Singapore/R11MR70/2023	EPI_ISL_16899377	GISAID	 	XBB.2.2	Complete	29830	High	0/3/-/-/-	Homo sapiens	2023-02-02	Singapore		2023-02-13		2023-02-18 03:53:36	2023-02-18 04:04:46
hCoV-19/Singapore/R11MR53/2023	EPI_ISL_16899373	GISAID	 	XBB.1.1	Complete	29833	High	0/2/-/-/-	Homo sapiens	2023-02-02	Singapore		2023-02-13		2023-02-18 03:53:36	2023-02-18 04:04:46
hCoV-19/Singapore/R11MR76/2023	EPI_ISL_16899370	GISAID	 	BQ.1.12	Complete	29730	High	0/0/-/-/-	Homo sapiens	2023-02-02	Singapore		2023-02-13		2023-02-18 03:53:36	2023-02-18 04:04:46
hCoV-19/Singapore/R11MR142/2023	EPI_ISL_16899400	GISAID	 	XBB.1.9.1	Complete	29829	High	0/3/-/-/-	Homo sapiens	2023-02-05	Singapore		2023-02-13		2023-02-18 03:53:36	2023-02-18 04:04:46
hCoV-19/Singapore/R11MR58/2023	EPI_ISL_16899446	GISAID	 	XBF	Complete	29703	Low	534/8/NA/NA/NA	Homo sapiens	2023-02-02	Singapore		2023-02-13		2023-02-18 03:53:36	2023-02-18 03:53:36
hCoV-19/Singapore/R11MR102/2023	EPI_ISL_16899416	GISAID	 	XBB.1.5	Complete	29833	High	0/2/-/-/-	Homo sapiens	2023-02-03	Singapore		2023-02-13		2023-02-18 03:53:36	2023-02-18 04:04:46
hCoV-19/Singapore/R11MR95/2023	EPI_ISL_16899354	GISAID	 	CH.1.1.3	Complete	29828	Low	41/1/NA/NA/NA	Homo sapiens	2023-02-03	Singapore		2023-02-13		2023-02-18 03:53:36	2023-02-18 03:53:36
hCoV-19/Singapore/R11MR60/2023	EPI_ISL_16899312	GISAID	 	CM.8.1	Complete	29834	Low	445/6/NA/NA/NA	Homo sapiens	2023-02-02	Singapore		2023-02-13		2023-02-18 03:53:36	2023-02-18 03:53:36
hCoV-19/Singapore/R11MR39/2023	EPI_ISL_16899321	GISAID	 	BN.1	Complete	29831	High	0/0/-/-/-	Homo sapiens	2023-02-05	Singapore		2023-02-13		2023-02-18 03:53:36	2023-02-18 04:04:46
hCoV-19/Singapore/R11MR137/2023	EPI_ISL_16899314	GISAID	 	BF.24	Complete	29828	High	0/19/-/-/-	Homo sapiens	2023-02-05	Singapore		2023-02-13		2023-02-18 03:53:36	2023-02-18 04:04:46
hCoV-19/Singapore/R11MR120/2023	EPI_ISL_16899352	GISAID	 	BR.2.1	Complete	29719	High	0/0/-/-/-	Homo sapiens	2023-02-04	Singapore		2023-02-13		2023-02-18 03:53:36	2023-02-18 04:04:46
hCoV-19/Singapore/R11MR12/2023	EPI_ISL_16899340	GISAID	 	CH.1.1.3	Complete	29834	High	0/0/-/-/-	Homo sapiens	2023-02-02	Singapore		2023-02-13		2023-02-18 03:53:36	2023-02-18 04:04:46
hCoV-19/Singapore/R11MR38/2023	EPI_ISL_16899330	GISAID	 	BM.1.1.4	Complete	29827	High	0/2/-/-/-	Homo sapiens	2023-02-05	Singapore		2023-02-13		2023-02-18 03:53:36	2023-02-18 04:04:46
hCoV-19/Singapore/R11MR90/2023	EPI_ISL_16899327	GISAID	 	CH.1.1.3	Complete	29821	High	0/1/-/-/-	Homo sapiens	2023-02-03	Singapore		2023-02-13		2023-02-18 03:53:36	2023-02-18 04:04:46
hCoV-19/Singapore/R11MR35/2023	EPI_ISL_16899331	GISAID	 	CH.1.1.3	Complete	29827	High	0/1/-/-/-	Homo sapiens	2023-02-04	Singapore		2023-02-13		2023-02-18 03:53:36	2023-02-18 04:04:46
hCoV-19/Singapore/R11MR122/2023	EPI_ISL_16899333	GISAID	 	BN.1.3.1	Complete	29831	High	0/1/-/-/-	Homo sapiens	2023-02-04	Singapore		2023-02-13		2023-02-18 03:53:36	2023-02-18 04:04:46
hCoV-19/Singapore/R11MR21/2023	EPI_ISL_16899326	GISAID	 	BN.1.3	Complete	29826	High	0/2/-/-/-	Homo sapiens	2023-02-03	Singapore		2023-02-13		2023-02-18 03:53:36	2023-02-18 04:04:46
hCoV-19/Singapore/R11MR41/2023	EPI_ISL_16899313	GISAID	 	BF.7	Complete	29828	High	0/0/-/-/-	Homo sapiens	2023-02-05	Singapore		2023-02-13		2023-02-18 03:53:36	2023-02-18 04:04:46
hCoV-19/Singapore/R11MR118/2023	EPI_ISL_16899324	GISAID	 	BN.1.5	Complete	29825	High	0/0/-/-/-	Homo sapiens	2023-02-03	Singapore		2023-02-13		2023-02-18 03:53:36	2023-02-18 04:04:46
hCoV-19/Singapore/R11MR29/2023	EPI_ISL_16899325	GISAID	 	CH.1.1.3	Complete	29821	High	0/1/-/-/-	Homo sapiens	2023-02-03	Singapore		2023-02-13		2023-02-18 03:53:36	2023-02-18 04:04:46
hCoV-19/Singapore/R11MR69/2023	EPI_ISL_16899328	GISAID	 	CJ.1.1	Complete	29817	High	0/2/-/-/-	Homo sapiens	2023-02-02	Singapore		2023-02-13		2023-02-18 03:53:36	2023-02-18 04:04:46
hCoV-19/Singapore/R11MR101/2023	EPI_ISL_16899323	GISAID	 	BN.1.4	Complete	29829	High	0/0/-/-/-	Homo sapiens	2023-02-03	Singapore		2023-02-13		2023-02-18 03:53:36	2023-02-18 04:04:46
hCoV-19/Singapore/R11MR65/2023	EPI_ISL_16899329	GISAID	 	CH.1.1.3	Complete	29820	High	0/0/-/-/-	Homo sapiens	2023-02-02	Singapore		2023-02-13		2023-02-18 03:53:36	2023-02-18 04:04:46
hCoV-19/Singapore/R11MR114/2023	EPI_ISL_16899317	GISAID	 	BN.1.3	Complete	29832	High	0/5/-/-/-	Homo sapiens	2023-02-03	Singapore		2023-02-13		2023-02-18 03:53:36	2023-02-18 04:04:46
hCoV-19/Singapore/R11MR1/2023	EPI_ISL_16899346	GISAID	 	BN.1.3	Complete	29776	High	0/6/-/-/-	Homo sapiens	2023-02-02	Singapore		2023-02-13		2023-02-18 03:53:36	2023-02-18 04:04:46
hCoV-19/Singapore/R11MR10/2023	EPI_ISL_16899348	GISAID	 	CH.1.1.3	Complete	29831	High	0/1/-/-/-	Homo sapiens	2023-02-02	Singapore		2023-02-13		2023-02-18 03:53:36	2023-02-18 04:04:46
hCoV-19/Singapore/R11MR44/2023	EPI_ISL_16899320	GISAID	 	CH.1.1.3	Complete	29836	High	0/0/-/-/-	Homo sapiens	2023-02-05	Singapore		2023-02-13		2023-02-18 03:53:36	2023-02-18 04:04:46
hCoV-19/Singapore/R11MR18/2023	EPI_ISL_16899303	GISAID	 	CM.8.1	Complete	29836	High	0/3/-/-/-	Homo sapiens	2023-02-02	Singapore		2023-02-13		2023-02-18 03:53:36	2023-02-18 04:04:46
hCoV-19/Singapore/R11MR28/2023	EPI_ISL_16899304	GISAID	 	CM.12	Complete	29838	High	0/0/-/-/-	Homo sapiens	2023-02-03	Singapore		2023-02-13		2023-02-18 03:53:36	2023-02-18 04:04:46
hCoV-19/Singapore/R11MR149/2023	EPI_ISL_16899322	GISAID	 	CH.1.1.1	Complete	29827	High	0/1/-/-/-	Homo sapiens	2023-02-05	Singapore		2023-02-13		2023-02-18 03:53:36	2023-02-18 04:04:46
hCoV-19/Singapore/R11MR91/2023	EPI_ISL_16899319	GISAID	 	BN.1.4	Complete	29831	High	0/0/-/-/-	Homo sapiens	2023-02-03	Singapore		2023-02-13		2023-02-18 03:53:36	2023-02-18 04:04:46
hCoV-19/Singapore/R11MR121/2023	EPI_ISL_16899315	GISAID	 	BA.5.2	Complete	29808	High	0/0/-/-/-	Homo sapiens	2023-02-04	Singapore		2023-02-13		2023-02-18 03:53:36	2023-02-18 04:04:46
hCoV-19/Singapore/R11MR124/2023	EPI_ISL_16899353	GISAID	 	CH.1.1.3	Complete	29744	Low	23/1/NA/NA/NA	Homo sapiens	2023-02-04	Singapore		2023-02-13		2023-02-18 03:53:36	2023-02-18 03:53:36
hCoV-19/Singapore/R11MR146/2023	EPI_ISL_16899318	GISAID	 	CH.1.1.1	Complete	29831	High	0/1/-/-/-	Homo sapiens	2023-02-05	Singapore		2023-02-13		2023-02-18 03:53:36	2023-02-18 04:04:46
hCoV-19/Singapore/R11MR52/2023	EPI_ISL_16899350	GISAID	 	BN.1.3	Complete	29740	High	0/2/-/-/-	Homo sapiens	2023-02-02	Singapore		2023-02-13		2023-02-18 03:53:36	2023-02-18 04:04:46
hCoV-19/Singapore/R11MR14/2023	EPI_ISL_16899347	GISAID	 	BN.1.3	Complete	29824	High	0/0/-/-/-	Homo sapiens	2023-02-02	Singapore		2023-02-13		2023-02-18 03:53:36	2023-02-18 04:04:46
hCoV-19/Singapore/R11MR98/2023	EPI_ISL_16899351	GISAID	 	CH.1.1	Complete	29830	High	0/6/-/-/-	Homo sapiens	2023-02-03	Singapore		2023-02-13		2023-02-18 03:53:36	2023-02-18 04:04:46
hCoV-19/Singapore/R11MR128/2023	EPI_ISL_16899310	GISAID	 	CM.8.1	Partial	29828	Low	65/1/NA/NA/NA	Homo sapiens	2023-02-04	Singapore		2023-02-13		2023-02-18 03:53:36	2023-02-18 03:53:36
hCoV-19/Singapore/R11MR17/2023	EPI_ISL_16899311	GISAID	 	CM.8.1	Partial	29514	High	0/2/NA/NA/NA	Homo sapiens	2023-02-02	Singapore		2023-02-13		2023-02-18 03:53:36	2023-02-18 04:04:46
hCoV-19/Singapore/R11MR80/2023	EPI_ISL_16899349	GISAID	 	BN.1.3	Complete	29790	High	0/3/-/-/-	Homo sapiens	2023-02-02	Singapore		2023-02-13		2023-02-18 03:53:36	2023-02-18 04:04:46
hCoV-19/Singapore/R11MR68/2023	EPI_ISL_16899305	GISAID	 	CM.8.1	Complete	29833	High	0/3/-/-/-	Homo sapiens	2023-02-02	Singapore		2023-02-13		2023-02-18 03:53:36	2023-02-18 04:04:46
hCoV-19/Singapore/R11MR92/2023	EPI_ISL_16899306	GISAID	 	CM.8.1	Complete	29675	High	0/1/-/-/-	Homo sapiens	2023-02-03	Singapore		2023-02-13		2023-02-18 03:53:36	2023-02-18 04:04:46
hCoV-19/Singapore/R11MR23/2023	EPI_ISL_16899345	GISAID	 	CH.1.1.3	Complete	29787	High	0/0/-/-/-	Homo sapiens	2023-02-03	Singapore		2023-02-13		2023-02-18 03:53:36	2023-02-18 04:04:46
hCoV-19/Singapore/R11MR2/2023	EPI_ISL_16899307	GISAID	 	CM.8.1	Partial	29832	Low	56/1/NA/NA/NA	Homo sapiens	2023-02-02	Singapore		2023-02-13		2023-02-18 03:53:36	2023-02-18 03:53:36
hCoV-19/Singapore/R11MR153/2023	EPI_ISL_16899308	GISAID	 	CM.8.1	Partial	29834	Low	65/0/NA/NA/NA	Homo sapiens	2023-02-05	Singapore		2023-02-13		2023-02-18 03:53:36	2023-02-18 03:53:36
hCoV-19/Singapore/R11MR97/2023	EPI_ISL_16899309	GISAID	 	CM.8.1	Partial	29835	Low	65/3/NA/NA/NA	Homo sapiens	2023-02-03	Singapore		2023-02-13		2023-02-18 03:53:36	2023-02-18 03:53:36
hCoV-19/Singapore/R11MR31/2023	EPI_ISL_16899341	GISAID	 	BN.1.2	Complete	29834	High	0/0/-/-/-	Homo sapiens	2023-02-03	Singapore		2023-02-13		2023-02-18 03:53:36	2023-02-18 04:04:46
hCoV-19/Singapore/R11MR109/2023	EPI_ISL_16899337	GISAID	 	CH.1.1.1	Complete	29823	Low	34/3/NA/NA/NA	Homo sapiens	2023-02-03	Singapore		2023-02-13		2023-02-18 03:53:36	2023-02-18 03:53:36
hCoV-19/Singapore/R11MR56/2023	EPI_ISL_16899342	GISAID	 	CH.1.1.1	Complete	29807	High	0/1/-/-/-	Homo sapiens	2023-02-02	Singapore		2023-02-13		2023-02-18 03:53:36	2023-02-18 04:04:46
hCoV-19/Singapore/R11MR8/2023	EPI_ISL_16899343	GISAID	 	BN.1.1	Complete	29834	High	0/0/-/-/-	Homo sapiens	2023-02-02	Singapore		2023-02-13		2023-02-18 03:53:36	2023-02-18 04:04:46
hCoV-19/Singapore/R11MR16/2023	EPI_ISL_16899344	GISAID	 	CH.1.1.1	Complete	29776	High	0/1/-/-/-	Homo sapiens	2023-02-02	Singapore		2023-02-13		2023-02-18 03:53:36	2023-02-18 04:04:46
hCoV-19/Singapore/R11MR126/2023	EPI_ISL_16899336	GISAID	 	BN.1.2	Complete	29834	High	0/1/-/-/-	Homo sapiens	2023-02-04	Singapore		2023-02-13		2023-02-18 03:53:36	2023-02-18 04:04:46
hCoV-19/Singapore/R11MR85/2023	EPI_ISL_16899338	GISAID	 	CH.1.1.1	Complete	29789	High	0/1/-/-/-	Homo sapiens	2023-02-02	Singapore		2023-02-13		2023-02-18 03:53:36	2023-02-18 04:04:46
hCoV-19/Singapore/R11MR6/2023	EPI_ISL_16899339	GISAID	 	BN.1.3	Complete	29828	High	0/3/-/-/-	Homo sapiens	2023-02-02	Singapore		2023-02-13		2023-02-18 03:53:36	2023-02-18 04:04:46
hCoV-19/Singapore/R11MR113/2023	EPI_ISL_16899362	GISAID	 	BQ.1.1	Complete	29830	High	0/1/-/-/-	Homo sapiens	2023-02-03	Singapore		2023-02-13		2023-02-18 03:53:36	2023-02-18 04:04:46
hCoV-19/Singapore/R11MR77/2023	EPI_ISL_16899363	GISAID	 	BQ.1.1	Complete	29830	High	0/2/-/-/-	Homo sapiens	2023-02-02	Singapore		2023-02-13		2023-02-18 03:53:36	2023-02-18 04:04:46
